name,image,description,category,rarity,classification,ac,damage,damage_type,properties,cost
Flame Tongue Dagger,dagger,"You can use a bonus action to speak this magic dagger's command word, causing flames to erupt from the blade. These flames shed bright light in a 40-foot radius and dim light for an additional 40 feet. While the dagger is ablaze, it deals an extra 2d6 fire damage to any target it hits. The flames last until you use a bonus action to speak the command word again or until you drop or sheathe the dagger.",WEAPON,RARE,Simple Melee Weapon,,1d4,,finesse | light | thrown (range 20/60) | requires attunement,500000
Periapt of Wound Closure,,"While you wear this pendant, you stabilize whenever you are dying at the start of your turn. In addition, whenever you roll a Hit Die to regain hit points, double the number of hit points it restores.",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,500000
Ring of Evasion,ring,"This ring has 3 charges, and it regains 1d3 expended charges daily at dawn. When you fail a Dexterity saving throw while wearing it, you can use your reaction to expend 1 of its charges to succeed on that saving throw instead.",WONDROUS_ITEMS,RARE,,,,,requires attunement,500000
Ring of the Ram,ring,"This ring has 3 charges, and it regains 1d3 expended charges daily at dawn. While wearing the ring, you can use an action to expend 1 to 3 of its charges to attack one creature you can see within 60 feet of you. The ring produces a spectral ram's head and makes its attack roll with a +7 bonus. On a hit, for each charge you spend, the target takes 2d10 force damage and is pushed 5 feet away from you.",WONDROUS_ITEMS,RARE,,,,,requires attunement,500000
Boots of Striding and Springing,boots,"While you wear these boots, your walking speed becomes 30 feet, unless your walking speed is higher, and your speed isn't reduced if you are encumbered or wearing heavy armor. In addition, you can jump three times the normal distance, though you can't jump farther than your remaining movement would allow.",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,500000
Cloak of Arachnida,cloak,"This fine garment is made of black silk interwoven with faint silvery threads. While wearing it, you gain the following benefits:<ul><li>You have resistance to poison damage.</li><li>You have a climbing speed equal to your walking speed.</li><li>You can move up, down, and across vertical surfaces and upside down along ceilings, while leaving your hands free.</li><li>You can't be caught in webs of any sort and can move through webs as if they were difficult terrain.</li><li>You can use an action to cast the web spell (save DC 13). The web created by the spell fills twice its normal area. Once used, this property of the cloak can't be used again until the next dawn.</li></ul>",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement,500000
Cloak of Elvenkind,cloak,"While you wear this cloak with its hood up, Wisdom (Perception) checks made to see you have disadvantage, and you have advantage on Dexterity (Stealth) checks made to hide, as the cloak's color shifts to camouflage you. Pulling the hood up or down requires an action.",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,500000
Hat of Disguise,hat,"While wearing this hat, you can use an action to cast the disguise self spell from it at will. The spell ends if the hat is removed.",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,500000
Horseshoes of Speed,,"These iron horseshoes come in a set of four. While all four shoes are affixed to the hooves of a horse or similar creature, they increase the creature's walking speed by 30 feet.",WONDROUS_ITEMS,RARE,,,,,,500000
Immovable Rod,,"This flat iron rod has a button on one end. You can use an action to press the button, which causes the rod to become magically fixed in place. Until you or another creature uses an action to push the button again, the rod doesn't move, even if it is defying gravity. The rod can hold up to 8,000 pounds of weight. More weight causes the rod to deactivate and fall. A creature can use an action to make a DC 30 Strength check, moving the fixed rod up to 10 feet on a success.",WONDROUS_ITEMS,UNCOMMON,,,,,,500000
Lantern of Revealing,lantern,"While lit, this hooded lantern burns for 6 hours on 1 pint of oil, shedding bright light in a 30-foot radius and dim light for an additional 30 feet. invisible creatures and objects are visible as long as they are in the lantern's bright light. You can use an action to lower the hood, reducing the light to dim light in a 5-foot radius.",WONDROUS_ITEMS,UNCOMMON,,,,,,500000
Periapt of Health,,"You are immune to contracting any disease while you wear this pendant. If you are already infected with a disease, the effects of the disease are suppressed you while you wear the pendant.",WONDROUS_ITEMS,UNCOMMON,,,,,,500000
Periapt of Proof Against Poison,,"This delicate silver chain has a brilliant-cut black gem pendant. While you wear it, poisons have no effect on you. You are immune to the poisoned condition and have immunity to poison damage.",WONDROUS_ITEMS,RARE,,,,,,500000
Slippers of Spider Climbing,,"While you wear these light shoes, you can move up, down, and across vertical surfaces and upside down along ceilings, while leaving your hands free. You have a climbing speed equal to your walking speed. However, the slippers don't allow you to move this way on a slippery surface, such as one covered by ice or oil.",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,500000
Silver Raven,,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn’t enough space for the creature, the figurine doesn’t become a creature.<br /><br />This silver statuette of a raven can become a raven for up to 12 hours. Once it has been used, it can't be used again until 2 days have passed. While in raven form, the figurine allows you to cast the animal messenger spell on it at will.",WONDROUS_ITEMS,UNCOMMON,,,,,,500000
Wings of Flying,cloak,"While wearing this cloak, you can use an action to speak its command word. This turns the cloak into a pair of bat wings or bird wings on your back for 1 hour or until you repeat the command word as an action. The wings give you a flying speed of 60 feet. When they disappear, you can't use them again for 1d12 hours.",WONDROUS_ITEMS,RARE,,,,,requires attunement,500000
Animated Shield,,"While holding this shield, you can speak its command word as a bonus action to cause it to animate. The shield leaps into the air and hovers in your space to protect you as if you were wielding it, leaving your hands free. The shield remains animated for 1 minute, until you use a bonus action to end this effect, or until you are incapacitated or die, at which point the shield falls to the ground or into your hand if you have one free.",ARMOR,VERY_RARE,Shield,+2,,,requires attunement,600000
Studded Leather of Resistance,,You have resistance to one type of damage while you wear this armor. The GM chooses the type or determines it randomly from the options below.<table><thead><tr><th>d10</th><th>Damage Type</th></tr></thead><tbody><tr><td>1</td><td>Acid</td></tr><tr><td>2</td><td>Cold</td></tr><tr><td>3</td><td>Fire</td></tr><tr><td>4</td><td>Force</td></tr><tr><td>5</td><td>Lightning</td></tr><tr><td>6</td><td>Necrotic</td></tr><tr><td>7</td><td>Poison</td></tr><tr><td>8</td><td>Psychic</td></tr><tr><td>9</td><td>Radiant</td></tr><tr><td>10</td><td>Thunder</td></tr></tbody></table>,ARMOR,RARE,Light Armor,12 + Dex,,,requires attunement,600000
Breastplate of Resistance,,You have resistance to one type of damage while you wear this armor. The GM chooses the type or determines it randomly from the options below.<table><thead><tr><th>d10</th><th>Damage Type</th></tr></thead><tbody><tr><td>1</td><td>Acid</td></tr><tr><td>2</td><td>Cold</td></tr><tr><td>3</td><td>Fire</td></tr><tr><td>4</td><td>Force</td></tr><tr><td>5</td><td>Lightning</td></tr><tr><td>6</td><td>Necrotic</td></tr><tr><td>7</td><td>Poison</td></tr><tr><td>8</td><td>Psychic</td></tr><tr><td>9</td><td>Radiant</td></tr><tr><td>10</td><td>Thunder</td></tr></tbody></table>,ARMOR,RARE,Medium Armor,14 + Dex,,,requires attunement,600000
Arrow-Catching Shield,,"You gain a +2 bonus to AC against ranged attacks while you wield this shield. This bonus is in addition to the shield's normal bonus to AC. In addition, whenever an attacker makes a ranged attack against a target within 5 feet of you, you can use your reaction to become the target of the attack instead.",ARMOR,RARE,Shield,+2,,,requires attunement,600000
Belt of Dwarvenkind,belt,"While wearing this belt, you gain the following benefits:<ul><li>Your Constitution score increases by 2, to a maximum of 20.</li><li>You have advantage on Charisma (Persuasion) checks made to interact with dwarves.</li></ul>",WONDROUS_ITEMS,RARE,,,,,requires attunement,600000
Bracers of Defense,bracers,"While wearing these bracers, you gain a +2 bonus to AC if you are wearing no armor and using no shield.",WONDROUS_ITEMS,RARE,,,,,requires attunement,600000
Ioun Stone of Reserve,ioun-stone,"An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.<br /><br />When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.<br /><br />A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.<br /><br />Effect for this Ioun Stone: This vibrant purple prism stores spells cast into it, holding them until you use them. The stone can store up to 3 levels worth of spells at a time. When found, it contains 1d4−1 levels of stored spells chosen by the GM.<br /><br />Any creature can cast a spell of 1st through 3rd level into the stone by touching it as the spell is cast. The spell has no effect, other than to be stored in the stone. If the stone can't hold the spell, the spell is expended without effect. The level of the slot used to cast the spell determines how much space it uses.<br /><br />While this stone orbits your head, you can cast any spell stored in it. The spell uses the slot level, spell save DC, spell attack bonus, and spellcasting ability of the original caster, but is otherwise treated as if you cast the spell. The spell cast from the stone is no longer stored in it, freeing up space.",WONDROUS_ITEMS,RARE,,,,,requires attunement,600000
Pearl of Power,,"While this pearl is on your person, you can use an action to speak its command word and regain one expended spell slot. If the expended slot was of 4th level or higher, the new slot is 3rd level. Once you use the pearl, it can't be used again until the next dawn.",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement by a spellcaster,600000
Pipes of Haunting,,"You must be proficient with wind instruments to use these pipes. They have 3 charges. You can use an action to play them and expend 1 charge to create an eerie, spellbinding tune. Each creature within 30 feet of you that hears you play must succeed on a DC 15 Wisdom saving throw or become frightened of you for 1 minute. If you wish, all creatures in the area that aren't hostile toward you automatically succeed on the saving throw. A creature that fails the saving throw can repeat it at the end of each of its turns, ending the effect on itself on a success. A creature that succeeds on its saving throw is immune to the effect of these pipes for 24 hours. The pipes regain 1d3 expended charges daily at dawn.",WONDROUS_ITEMS,UNCOMMON,,,,,,600000
Ring of Resistance,ring,"You have resistance to one damage type while wearing this ring. The gem in the ring indicates the type, which the GM chooses or determines randomly.<table><thead><tr><th>d10</th><th>Damage Type</th><th>Gem</th></tr></thead><tbody><tr><td>1</td><td>Acid</td><td>Pearl</td></tr><tr><td>2</td><td>Cold</td><td>Tourmaline</td></tr><tr><td>3</td><td>Fire</td><td>Garnet</td></tr><tr><td>4</td><td>Force</td><td>Sapphire</td></tr><tr><td>5</td><td>Lightning</td><td>Citrine</td></tr><tr><td>6</td><td>Necrotic</td><td>Jet</td></tr><tr><td>7</td><td>Poison</td><td>Amethyst</td></tr><tr><td>8</td><td>Psychic</td><td>Jade</td></tr><tr><td>9</td><td>Radiant</td><td>Topaz</td></tr><tr><td>10</td><td>Thunder</td><td>Spinel</td></tr></tbody></table>",WONDROUS_ITEMS,RARE,,,,,requires attunement,600000
Robe of Scintillating Colors,,"This robe has 3 charges, and it regains 1d3 expended charges daily at dawn. While you wear it, you can use an action and expend 1 charge to cause the garment to display a shifting pattern of dazzling hues until the end of your next turn. During this time, the robe sheds bright light in a 30-foot radius and dim light for an additional 30 feet. Creatures that can see you have disadvantage on attack rolls against you. In addition, any creature in the bright light that can see you when the robe's power is activated must succeed on a DC 15 Wisdom saving throw or become stunned until the effect ends.",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement,600000
Scimitar of Speed,,"You gain a +2 bonus to attack and damage rolls made with this magic weapon. In addition, you can make one attack with it as a bonus action on each of your turns.",WEAPON,VERY_RARE,Martial Melee Weapons,,1d6,slashing,requires attunement,600000
Shield of Missile Attraction,,"While holding this shield, you have resistance to damage from ranged weapon attacks.",ARMOR,RARE,Shield,+2,,,requires attunement,600000
Cloak of the Bat,cloak,"While wearing this cloak, you have advantage on Dexterity (Stealth) checks. In an area of dim light or darkness, you can grip the edges of the cloak with both hands and use it to fly at a speed of 40 feet. If you ever fail to grip the cloak's edges while flying in this way, or if you are no longer in dim light or darkness, you lose this flying speed.",WONDROUS_ITEMS,RARE,,,,,requires attunement,600000
Cloak of the Manta Ray,cloak,"While wearing this cloak with its hood up, you can breathe underwater, and you have a swimming speed of 60 feet. Pulling the hood up or down requires an action.",WONDROUS_ITEMS,UNCOMMON,,,,,,600000
Ring of X-Ray Vision,ring,"While wearing this ring, you can use an action to speak its command word. When you do so, you can see into and through solid matter for 1 minute. This vision has a radius of 30 feet. To you, solid objects within that radius appear transparent and don't prevent light from passing through them. The vision can penetrate 1 foot of stone, 1 inch of common metal, or up to 3 feet of wood or dirt. Thicker substances block the vision, as does a thin sheet of lead. Whenever you use the ring again before taking a long rest, you must succeed on a DC 15 Constitution saving throw or gain one level of exhaustion.",WONDROUS_ITEMS,RARE,,,,,requires attunement,600000
Marble Elephant,,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn’t enough space for the creature, the figurine doesn’t become a creature.<br /><br />This marble statuette is about 4 inches high and long. It can become an elephant for up to 24 hours. Once it has been used, it can't be used again until 7 days have passed.",WONDROUS_ITEMS,RARE,,,,,,600000
Ebony Fly,,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn’t enough space for the creature, the figurine doesn’t become a creature.<br /><br />This ebony statuette is carved in the likeness of a horsefly. It can become a giant fly for up to 12 hours and can be ridden as a mount. Once it has been used, it can't be used again until 2 days have passed.",WONDROUS_ITEMS,RARE,,,,,,600000
Deck of Illusions,,"This box contains a set of parchment cards. A full deck has 34 cards. A deck found as treasure is usually missing 1d20 − 1 cards.<br /><br />The magic of the deck functions only if cards are drawn at random (you can use an altered deck of playing cards to simulate the deck). You can use an action to draw a card at random from the deck and throw it to the ground at a point within 30 feet of you.<br /><br />An illusion of one or more creatures forms over the thrown card and remains until dispelled. An illusory creature appears real, of the appropriate size, and behaves as if it were a real creature except that it can do no harm. While you are within 120 feet of the illusory creature and can see it, you can use an action to move it magically anywhere within 30 feet of its card. Any physical interaction with the illusory creature reveals it to be an illusion, because objects pass through it. Someone who uses an action to visually inspect the creature identifies it as illusory with a successful DC 15 Intelligence (Investigation) check. The creature then appears translucent.<br /><br />The illusion lasts until its card is moved or the illusion is dispelled. When the illusion ends, the image on its card disappears, and that card can't be used again.<table> <thead> <tr> <th>Playing Card</th> <th>Illusion</th> </tr> </thead> <tbody> <tr> <td>Ace of hearts</td> <td>Red dragon</td> </tr> <tr> <td>King of hearts</td> <td>Knight and four guards</td> </tr> <tr> <td>Queen of hearts</td> <td>Succubus or incubus</td> </tr> <tr> <td>Jack of hearts</td> <td>Druid</td> </tr> <tr> <td>Ten of hearts</td> <td>Cloud giant</td> </tr> <tr> <td>Nine of hearts</td> <td>Ettin</td> </tr> <tr> <td>Eight of hearts</td> <td>Bugbear</td> </tr> <tr> <td>Two of hearts</td> <td>Goblin</td> </tr> <tr> <td>Ace of diamonds</td> <td>Beholder</td> </tr> <tr> <td>King of diamonds</td> <td>Archmage and mage apprentice</td> </tr> <tr> <td>Queen of diamonds</td> <td>Night hag</td> </tr> <tr> <td>Jack of diamonds</td> <td>Assassin</td> </tr> <tr> <td>Ten of diamonds</td> <td>Fire giant</td> </tr> <tr> <td>Nine of diamonds</td> <td>Ogre mage</td> </tr> <tr> <td>Eight of diamonds</td> <td>Gnoll</td> </tr> <tr> <td>Two of diamonds</td> <td>Kobold</td> </tr> <tr> <td>Ace of spades</td> <td>Lich</td> </tr> <tr> <td>King of spades</td> <td>Priest and two acolytes</td> </tr> <tr> <td>Queen of spades</td> <td>Medusa</td> </tr> <tr> <td>Jack of spades</td> <td>Veteran</td> </tr> <tr> <td>Ten of spades</td> <td>Frost giant</td> </tr> <tr> <td>Nine of spades</td> <td>Troll</td> </tr> <tr> <td>Eight of spades</td> <td>Hobgoblin</td> </tr> <tr> <td>Two of spades</td> <td>Goblin</td> </tr> <tr> <td>Ace of clubs</td> <td>Iron golem</td> </tr> <tr> <td>King of clubs</td> <td>Bandit captain and three bandits</td> </tr> <tr> <td>Queen of clubs</td> <td>Erinyes</td> </tr> <tr> <td>Jack of clubs</td> <td>Berserker</td> </tr> <tr> <td>Ten of clubs</td> <td>Hill giant</td> </tr> <tr> <td>Nine of clubs</td> <td>Ogre</td> </tr> <tr> <td>Eight of clubs</td> <td>Orc</td> </tr> <tr> <td>Two of clubs</td> <td>Kobold</td> </tr> <tr> <td>Jokers (2)</td> <td>You (the deck's owner)</td> </tr> </tbody> </table>",WONDROUS_ITEMS,UNCOMMON,,,,,,612000
Giant Slayer Battleaxe,greataxe,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. When you hit a giant with it, the giant takes an extra 2d6 damage of the weapon's type and must succeed on a DC 15 Strength saving throw or fall prone. For the purpose of this weapon, ""giant"" refers to any creature with the giant type, including ettins and trolls.",WEAPON,RARE,Martial Melee Weapons,,1d8,,versatile (1d10),700000
Mace of Smiting,mace,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. The bonus increases to +3 when you use the mace to attack a construct. When you roll a 20 on an attack roll made with this weapon, the target takes an extra 2d6 bludgeoning damage, or 4d6 bludgeoning damage if it's a construct. If a construct has 25 hit points or fewer after taking this damage, it is destroyed.",WEAPON,RARE,,,,,,700000
Brooch of Shielding,,"While wearing this brooch, you have resistance to force damage, and you have immunity to damage from the magic missile spell.",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,750000
Amulet of Health,,Your Constitution score is 19 while you wear this amulet. It has no effect on you if your Constitution is already 19 or higher.,WONDROUS_ITEMS,RARE,,,,,requires attunement,800000
Dragon Slayer Longsword,,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. When you hit a dragon with this weapon, the dragon takes an extra 3d6 damage of the weapon's type. For the purpose of this weapon, ""dragon"" refers to any creature with the dragon type, including dragon turtles and wyverns.",WEAPON,RARE,Martial Melee Weapons,,1d8,,versatile (1d10),800000
Gauntlets of Ogre Power,,Your Strength score is 19 while you wear these gauntlets. They have no effect on you if your Strength is already 19 or higher.,WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,800000
Headband of Intellect,,Your Intelligence score is 19 while you wear this headband. It has no effect on you if your Intelligence is already 19 or higher.,WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,800000
Mace of Disruption,mace,"When you hit a fiend or an undead with this magic weapon, that creature takes an extra 2d6 radiant damage. If the target has 25 hit points or fewer after taking this damage, it must succeed on a DC 15 Wisdom saving throw or be destroyed. On a successful save, the creature becomes frightened of you until the end of your next turn. While you hold this weapon, it sheds bright light in a 20-foot radius and dim light for an additional 20 feet.",WEAPON,RARE,,,,,requires attunement,800000
Mace of Terror,mace,"This magic weapon has 3 charges. While holding it, you can use an action and expend 1 charge to release a wave of terror. Each creature of your choice in a 30-foot radius extending from you must succeed on a DC 15 Wisdom saving throw or become frightened of you for 1 minute. While it is frightened in this way, a creature must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action, it can use only the Dash action or try to escape from an effect that prevents it from moving. If it has nowhere it can move, the creature can use the Dodge action. At the end of each of its turns, a creature can repeat the saving throw, ending the effect on itself on a success. The mace regains 1d3 expended charges daily at dawn.",WEAPON,RARE,,,,,requires attunement,800000
Nine Lives Stealer,,"You gain a +2 bonus to attack and damage rolls made with this magic weapon. The sword has 1d8 + 1 charges. If you score a critical hit against a creature that has fewer than 100 hit points, it must succeed on a DC 15 Constitution saving throw or be slain instantly as the sword tears its life force from its body (a construct or an undead is immune). The sword loses 1 charge if the creature is slain. When the sword has no charges remaining, it loses this property.",WEAPON,VERY_RARE,,,,,requires attunement,800000
Wand of Magic Missiles,wand,"This wand has 7 charges. While holding it, you can use an action to expend 1 or more of its charges to cast the magic missile spell from it. For 1 charge, you cast the 1st-level version of the spell. You can increase the spell slot level by one for each additional charge you expend. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.",WONDROUS_ITEMS,UNCOMMON,,,,,,800000
Wand of Web,wand,"This wand has 7 charges. While holding it, you can use an action to expend 1 of its charges to cast the web spell (save DC 15) from it. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement a spellcaster,800000
Cape of the Mountebank,,"This cape smells faintly of brimstone. While wearing it, you can use it to cast the dimension door spell as an action. This property of the cape can't be used again until the next dawn. When you disappear, you leave behind a cloud of smoke, and you appear in a similar cloud of smoke at your destination. The smoke lightly obscures the space you left and the space you appear in, and it dissipates at the end of your next turn. A light or stronger wind disperses the smoke.",WONDROUS_ITEMS,RARE,,,,,,800000
Portable Hole,,"This fine black cloth, soft as silk, is folded up to the dimensions of a handkerchief. It unfolds into a circular sheet 6 feet in diameter. <br /><br /> You can use an action to unfold a portable hole and place it on or against a solid surface, whereupon the portable hole creates an extradimensional hole 10 feet deep. The cylindrical space within the hole exists on a different plane, so it can't be used to create open passages. Any creature inside an open portable hole can exit the hole by climbing out of it. <br /><br /> You can use an action to close a portable hole by taking hold of the edges of the cloth and folding it up. Folding the cloth closes the hole, and any creatures or Objects within remain in the extradimensional space. No matter what's in it, the hole weighs next to nothing. <br /><br /> If the hole is folded up, a creature within the hole's extradimensional space can use an action to make a DC 10 Strength check. On a successful check, the creature forces its way out and appears within 5 feet of the portable hole or the creature carrying it. A breathing creature within a closed portable hole can survive for up to 10 minutes, after which time it begins to suffocate. <br /><br /> Placing a portable hole inside an extradimensional space created by a Bag of Holding, Handy Haversack, or similar item instantly destroys both items and opens a gate to the Astral Plane. The gate originates where the one item was placed inside the other. Any creature within 10 feet of the gate is sucked through it and deposited in a random location on the Astral Plane. The gate then closes. The gate is one-way only and can't be reopened.",WONDROUS_ITEMS,RARE,,,,,,800000
Bowl of Commanding Water Elementals,,"While this bowl is filled with water, you can use an action to speak the bowl's command word and summon a water elemental, as if you had cast the conjure elemental spell. The bowl can't be used this way again until the next dawn. The bowl is about 1 foot in diameter and half as deep. It weighs 3 pounds and holds about 3 gallons.",WONDROUS_ITEMS,RARE,,,,,,800000
Brazier of Commanding Fire Elementals,,"While a fire burns in this brass brazier, you can use an action to speak the brazier's command word and summon a fire elemental, as if you had cast the conjure elemental spell. The brazier can't be used this way again until the next dawn. The brazier weighs 5 pounds.",WONDROUS_ITEMS,RARE,,,,,,800000
Censer of Controlling Air Elementals,,"While incense is burning in this censer, you can use an action to speak the censer's command word and summon an air elemental, as if you had cast the conjure elemental spell. The censer can't be used this way again until the next dawn. This 6-inch-wide, 1-foot-high vessel resembles a chalice with a decorated lid. It weighs 1 pound.",WONDROUS_ITEMS,RARE,,,,,,800000
Stone of Controlling Earth Elementals,,"If the stone is touching the ground, you can use an action to speak its command word and summon an earth elemental, as if you had cast the conjure elemental spell. The stone can't be used this way again until the next dawn. The stone weighs 5 pounds.",WONDROUS_ITEMS,RARE,,,,,,800000
Bronze Griffon,,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn’t enough space for the creature, the figurine doesn’t become a creature.<br /><br />This bronze statuette is of a griffon rampant. It can become a griffon for up to 6 hours. Once it has been used, it can't be used again until 5 days have passed.",WONDROUS_ITEMS,RARE,,,,,,800000
Broom of Flying,,"This wooden broom, which weighs 3 pounds, functions like a mundane broom until you stand astride it and speak its command word. It then hovers beneath you and can be ridden in the air. It has a flying speed of 50 feet. It can carry up to 400 pounds, but its flying speed becomes 30 feet while carrying over 200 pounds. The broom stops hovering when you land. You can send the broom to travel alone to a destination within 1 mile of you if you speak the command word, name the location, and are familiar with that place. The broom comes back to you when you speak another command word, provided that the broom is still within 1 mile of you.",WONDROUS_ITEMS,UNCOMMON,,,,,,800000
Serpentine Owl,,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn’t enough space for the creature, the figurine doesn’t become a creature.<br /><br />This serpentine statuette of an owl can become a giant owl for up to 8 hours. Once it has been used, it can't be used again until 2 days have passed. The owl can telepathically communicate with you at any range if you and it are on the same plane of existence.",WONDROUS_ITEMS,RARE,,,,,,800000
Winged Boots,boots,"While you wear these boots, you have a flying speed equal to your walking speed. You can use the boots to fly for up to 4 hours, all at once or in several shorter flights, each one using a minimum of 1 minute from the duration. If you are flying when the duration expires, you descend at a rate of 30 feet per round until you land. The boots regain 2 hours of flying capability for every 12 hours they aren't in use.",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,800000
Dwarven Plate,,"While wearing this armor, you gain a +2 bonus to AC. In addition, if an effect moves you against your will along the ground, you can use your reaction to reduce the distance you are moved by up to 10 feet.<br /><br />Plate consists of shaped, interlocking metal plates to cover the entire body. A suit of plate includes gauntlets, heavy leather boots, a visored helmet, and thick layers of padding underneath the armor. Buckles and straps distribute the weight over the body.",ARMOR,VERY_RARE,,,,,,900000
Staff of Thunder and Lightning,staff,"This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. It also has the following additional properties. When one of these properties is used, it can't be used again until the next dawn.<br /> <strong>Lightning:</strong> When you hit with a melee attack using the staff, you can cause the target to take an extra 2d6 lightning damage.<br /> <strong>Thunder:</strong> When you hit with a melee attack using the staff, you can cause the staff to emit a crack of thunder, audible out to 300 feet. The target you hit must succeed on a DC 17 Constitution saving throw or become stunned until the end of your next turn.<br /> <strong>Lightning Strike:</strong> You can use an action to cause a bolt of lightning to leap from the staff's tip in a line that is 5 feet wide and 120 feet long. Each creature in that line must make a DC 17 Dexterity saving throw, taking 9d6 lightning damage on a failed save, or half as much damage on a successful one.<br /> <strong>Thunderclap:</strong> You can use an action to cause the staff to issue a deafening thunderclap, audible out to 600 feet. Each creature within 60 feet of you (not including you) must make a DC 17 Constitution saving throw. On a failed save, a creature takes 2d6 thunder damage and becomes deafened for 1 minute. On a successful save, a creature takes half damage and isn't deafened.<br /> <strong>Thunder and Lightning:</strong> You can use an action to use the Lightning Strike and Thunderclap properties at the same time. Doing so doesn't expend the daily use of those properties, only the use of this one.",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement,1000000
Wand of Binding,wand,"This wand has 7 charges for the following properties. It regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.<br /><strong>Spells:</strong> While holding the wand, you can use an action to expend some of its charges to cast one of the following spells (save DC 17): hold monster (5 charges) or hold person (2 charges).<br /><strong>Assisted Escape:</strong> While holding the wand, you can use your reaction to expend 1 charge and gain advantage on a saving throw you make to avoid being paralyzed or restrained, or you can expend 1 charge and gain advantage on any check you make to escape a grapple.",WONDROUS_ITEMS,RARE,,,,,requires attunement a spellcaster,1000000
Wand of Fear,wand,"This wand has 7 charges for the following properties. It regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.<br /> <strong>Command:</strong> While holding the wand, you can use an action to expend 1 charge and command another creature to flee or grovel, as with the command spell (save DC 15).<br /> <strong>Cone of Fear:</strong> While holding the wand, you can use an action to expend 2 charges, causing the wand's tip to emit a 60-foot cone of amber light. Each creature in the cone must succeed on a DC 15 Wisdom saving throw or become frightened of you for 1 minute. While it is frightened in this way, a creature must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action, it can use only the Dash action or try to escape from an effect that prevents it from moving. If it has nowhere it can move, the creature can use the Dodge action. At the end of each of its turns, a creature can repeat the saving throw, ending the effect on itself on a success.",WONDROUS_ITEMS,RARE,,,,,requires attunement,1000000
